Course Number,Course Title,Description,Subject meets with,Prerequisites,Class Type (U/G),Semester,Credit Structure,Credit Info,Instructor,Same subject as,Years offered
2.55,Advanced Heat and Mass Transfer," Advanced treatment of fundamental aspects of heat and mass transport. Topics covered include: diffusion kinetics, conservation laws, some heat conduction, laminar and turbulent convection, mass transfer including phase change or heterogeneous reactions, and basic thermal radiation. Problems and examples include theory and applications drawn from a spectrum of engineering design and manufacturing problems. 2.56 Conduction and Change of Phase Heat",,2.51,G,Spring,3-0-9,H-LEVEL Grad Credit,"J. H. Lienhard, B. B. Mikid",,
2.56,Conduction and Change of Phase Heat Transfer, Solutions of steady and transient heat conduction problems in orthogonal coordinate systems with various boundary conditions. Approximate methods: application of numerical techniques. Moving boundaries: problems in freezing and melting. Condensation heat transfer. Boiling: mechanisms and heat transfer correlations. Thermal modeling of engineering systems: use of laser in material removal and processing. 2.58J Radiative Transfer,,"2.51, 18.075",G,Fall,3-0-9,H-LEVEL Grad Credit,B. B. Mikid,,
2.58J,Radiative Transfer (Revised Units)," Principles of thermal radiations and their application to engineering heat transfer problems. Basic laws of thermal radiation. Radiative properties of surfaces. Radiant interchange among surfaces separated by a transparent medium. Thermal radiation characteristics of gases and particle clouds. Radiative interchange through absorbing, emitting, and scattering media. Application to furnaces, hightemperature processing, pyrometry, insulation, and solar energy. Power Systems 2.601J Design of Thermal Power",,10.302 or 2.51,,,2-0-4,H-LEVEL Grad Credit,"L. R. Glicksman, A. F. Sarofim",10.74J,Acad Year 1996-97: Not offered Acad Year 1997-98: G Spring
2.601J,Design of Thermal Power Systems," Design of thermal power system components and system optimization. Reviews gas dynamics and heat transfer. Design of axial and centrifugal compressors, and axial and radial inflow turbines, heat exchangers, evaporators, boilers, and condensers. Takes design project examples from the fields of space, electrical utilities, and marine power systems. Assumes knowledge of elementary heat transfer and simple power cycles. 2.615 Internal Combustion Engines",,"2.005, 2.006, 2.51",G,Spring,3-0-9,H-LEVEL Grad Credit,"L. R. Glicksman, A. D. Carmichael",13.26J,
2.615,Internal Combustion Engines," Fundamentals of how the design and operation of internal combustion engines affect their performance and fuel requirements. Study of fuid flow, thermodynamics, combustion, heat transfer and friction phenomena, and fuel properties, relevant to engine power, efficiency, and emissions. Examination of design features and operating characteristics of different types of engines: spark-ignition, diesel, stratified-charge, and mixed-cycle engines. Engine Laboratory project. For graduate and senior undergraduate students. Descriptions of Subjects 319 School of Engineering 2.648 Superconducting Magnets",,"2.005, 2.006",G,Spring,3-0-9,H-LEVEL Grad Credit,J. B. Heywood,,
2.648,Superconducting Magnets," Focuses on one important engineering application of superconductors generation of largescale and intense magnetic fields. Review of electromagnetic theory; detailed treatment of magnet design and operational issues, e.g., ""usable"" superconductors, field and stress analyses, magnet instabilities, ac losses and mechanical disturbances, quench and protection, experimental techniques, cryogenics. New high-temperature superconductors for magnets design and operational issues at high temperatures. Experimental Engineering 2.670 Mechanical Engineering Tools",,"2.005, 2.51",G,Spring,3-0-9,H-LEVEL Grad Credit,"Y. Iwasa, E. S. Bobrov",,
2.670,Mechanical Engineering Tools," Introduces the fundamentals of machine tool and computer tool use. Students work with a variety of machine tools including the bandsaw, milling machine, and lathe. Instruction given on the use of the Athena network and Athena-based software packages includphasis on problem solving, not programming or algorithmic development. Assignments are project-oriented relating to mechanical engineering topics. It is recommended that students take this subject in the first lAP after declaring the major in Mechanical Engineering. 2.671 Measurement and Instrumentation",,,U,IAP,1-3-2,[P/D/F],"D. P. Hart, K. N. Otto",,
2.671,Measurement and Instrumentation," Experimental techniques for observation and measurement of physical variables such as force, strain, temperature, flowrate, and acceleration. Emphasizes principles of transduction, measurement circuitry, spectral analysis, uncertainty analysis, computer-aided experimentation, and technical reporting. Typical laboratory experiments involve oscilloscopes, thermocouples, strain gages, digital recorders, lasers, etc. Basic material and lab objectives are developed in lectures. Six units may be applied to the General Institute Laboratory Requirement. Enrollment may be limited. 2.672 Project Laboratory",,"2.003, 8.02",U,"Fall,",2-3-7,Institute LAB,"J. H. Lienhard, C. F. Dewey",,
2.672,Project Laboratory, Engineering laboratory subject for mechanical engineering juniors and seniors. Major emphasis on interplay between analytical and experimental methods in solution of research and development problems. Communication (written and oral) of results is also a strong component of the course. Groups of two or three students work together on three projects during the term. Limited enrollment. Design 2.72 Elements of Mechanical Design,,"2.001, 2.003, 2.005, 2.006, 2.671",U,"Fall,",1-3-2,Institute LAB,"W. Cheng, D. Hart",,
2.72,Elements of Mechanical Design," Examination and practice in the application of many mechanical design elements, including control components. Students working in groups will design, fabricate, and test prototype devices in response to requests from industrial sponsors. Topics: typical machine elements, power transmission elements, motors and prime movers, control elements, material selection, and assembly techniques. It is recommended that students not take this subject at the same time as 2.73. Elective unit distribution: Advanced disciplinary, 6; design, 6. 2.721 Design for Production",,"2.001, 2.007",U,Fall,3-3-6,,C. R. Peterson,,
2.721,Design for Production," Intended primarily as a follow-up to 2.72. Students fabricate and test prototype devices that have been designed for real clients in 2.72. Simultaneously, these devices are redesigned for economical production in light of prototype experience and accompanying lecture material on manufacturing processes and materials. 2.73 Design Projects",,"2.001, 2.007, 2.72, 2.008",U,Spring,2-3-4,,C. R. Peterson,,
2.73,Design Projects (Revised Units)," Practice in engineering design through termlong projects chosen to integrate significant portions of material covered in prerequisites. Emphasizes creative solutions to current engineering design problems, team work, and fabrication of prototypes. Often major involvement of a company in project definition and teaching. Lectures address the breadth of topics involved in engineering design from analytical techniques to human-machine interactions, economics, applied ethics, and patent laws. 2.737 Mechatronics",,"2.007, 2.008",,,3-3-6,,"W. C. Flowers, W. Seering",,Acad Year 1996-97: U Fall Acad Year 1997-98: Not offered
2.737,Mechatronics (Revised Units)," mission of instructor Introduction to designing mechatronic systems, which require integration of the mechanical and electrical engineering disciplines within a unified framework. Significant laboratorybased design experiences form subject's core. Final project. Topics include: low-level interfacing of software with hardware; use of C language and assembly language to implement real-time tasks; digital logic; analog interfacing and power amplifiers; measurement and sensing; electromagnetic and optical transducers; control of mechatronic systems. Limited enrollment. Elective unit distribution: Advanced disciplinary, 3, design 3, lab 6. 2.739J Product Design and Development",,"1.00, 2.010, 6.071, or equivalents; per-",U,"Fall,",3-5-4,,"D. Trumper, K. Youcef-Toumi",,
2.739J,Product Design and Development, permission of instructor See description under subject 15.783J. 2.74 Optimal Product Redesign,,15.760 or 15.761 or 2.731 or 2.73 or,G,Spring,3-0-9,H-LEVEL Grad Credit,S. D. Eppinger,15.783J,
2.74,Optimal Product Redesign," Macintosh Reverse engineering products, demonstrated with a consumer product case study redesigned in class through homework assignments. Lectures discuss: identifying objectives a product must satisfy; determining what the product has to satisfy the objectives; functional modeling of the product; morphological analysis; physical modeling for use in optimization studies using readily available computer tools; notions of performance and quality; designed experiments; prototyping solutions under real-world conditions. 2.744 Product Design",,"2.007 or equivalent, access to PC or",G,Fall,3-0-6,,K. Otto,,
2.744,Product Design," Project-centered subject addressing transformation of ideas into successful new products which are properly matched to the user and the market. Students are asked to take a more complete view of a new product and to gain experience with designs judged on their aesthetics, ease of use, and sensitivities to the realities of the marketplace. Lectures on modern design process, design for quality, and design for manufacturability. Guest lectures and case studies from practitioners. 320 Chapter Vill Department of Mechanical Engineering Course 2 2.75 Precision Machine Design",,,G,Spring,3-1-8,,D. R. Wallace. W. C. Flowers,,
