Number,Title,Description,URL
CAS BI 171,Reading in Biology 1,"Undergraduate Prerequisites: freshman standing, consent of instructor, and completed application. - Library research on well-defined topic in the biological sciences, chosen with a faculty member. Check-in discussions with faculty member and additional work as assigned. Not a Biology/BMB major/minor elective and cannot be combined with another 2-credit course for elective credit.",/academics/cas/courses/cas-bi-171/
CAS BI 172,Reading in Biology 1,"Undergraduate Prerequisites: freshman standing, consent of instructor, and completed application. - Library research on well-defined topic in the biological sciences, chosen with a faculty member. Check-in discussions with faculty member and additional work as assigned. Not a Biology/BMB major/minor elective and cannot be combined with another 2-credit course for elective credit.",/academics/cas/courses/cas-bi-172/
CAS BI 203,Cell Biology,"Undergraduate Prerequisites: (CASBI108 OR CASNE102) and CAS CH 102 or equivalent. ; Undergraduate Corequisites: (CASCH203)or equivalent. - Principles of cellular organization and function: biological molecules, flow of genetic information, membranes and subcellular organelles, and cell regulation. Three hours lecture, one hour discussion. Students may receive credit for CAS BI 203 or 213, but not both courses. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning I, Critical Thinking.",/academics/cas/courses/cas-bi-203/
CAS BI 206,Genetics,"Undergraduate Prerequisites: (CASBI108 & CASCH203) or equivalent. - Principles of classical, molecular, and evolutionary genetics derived from analytical, molecular, and whole genome cytological evidence in animals, plants, and microorganisms. Three hours lecture, one hour discussion. Students may receive credit for CAS BI 206 or 216, but not both courses. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Quantitative Reasoning II, Critical Thinking.",/academics/cas/courses/cas-bi-206/
CAS BI 210,Human Anatomy,"Undergraduate Prerequisites: (CASBI105) or equivalent. - Intensive preprofessional course for students whose programs require anatomy. Not for biology major or minor credit. Gross structure of the human body; skeletal, muscular, nervous, respiratory, circulatory, digestive, urinary, and reproductive systems. Three hours lecture, two hours lab (lab requires dissection). Carries natural science divisional credit (with lab) in CAS. Cannot be taken for credit in addition to the course with the same title formerly numbered CAS BI 106. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Digital/Multimedia Expression, Creativity/Innovation.",/academics/cas/courses/cas-bi-210/
CAS BI 211,Human Physiology,"Undergraduate Prerequisites: (CASBI105 OR CASBI108) & (CASBI106 OR CASBI210); or equivalent. First Year Writing Seminar (e.g., WR 100 or WR 120) or equivalent. - Some knowledge of chemistry and anatomy assumed. Not for biology major or minor credit; Biology majors/minors should take CAS BI 315. Introduction to principles of systemic mammalian physiology with special reference to humans. Three hours lecture, three hours lab. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry II, Writing-Intensive Course, Critical Thinking, Teamwork/Collaboration.",/academics/cas/courses/cas-bi-211/
CAS BI 213,Intensive Cell Biology,"Undergraduate Prerequisites: (CASBI108 & CASCH102) or equivalents. ; Undergraduate Corequisites: (CASCH203)or equivalent. - Recommended for students in BMB and the Specialization in Cell Biology, Molecular Biology & Genetics. Alternative to CAS BI 203 emphasizing experimental approaches and in-depth discussion. Molecular basis of cell biology, including genomics, subcellular organelles, cell signaling, stem cells, and cancer. Students may receive credit for CAS BI 213 or 203, but not both courses. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning I, Research and Information Literacy.",/academics/cas/courses/cas-bi-213/
CAS BI 216,Intensive Genetics,"Undergraduate Prerequisites: (CASBI108 & CASBI203) (or equivalents to both), and CASCH203, or consent of instructor. - Advanced alternative to CAS BI 206, emphasizing depth of coverage, class discussion, and reading research papers. Principles of classical, molecular, and evolutionary genetics derived from analytical, molecular, and whole genome cytological evidence in animals, plants, and microorgansims. Three hours lecture, one hour discussion. Students may receive credit for CAS BI 216 or 206, but not both courses. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Quantitative Reasoning II, Research and Information Literacy.",/academics/cas/courses/cas-bi-216/
CAS BI 218,Cell Biology with Integrated Science Experience II Lab,"Undergraduate Prerequisites: CAS BI 116 and CAS CH 116 (or equivalent); or consent of instructor. F irst Year Writing Seminar (e.g., WR 100 or WR 120) ; Undergraduate Corequisites: CAS CH 218. - Integration of cell biology with organic chemistry and neuroscience, with emphasis on how each discipline interacts experimentally. Laboratory focuses on synthesizing compounds and testing in biological systems. 3 lecture hours, 1 discussion hour, 4 hours lab, 2 hour lab discussion. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry II, Quantitative Reasoning II, Writing-Intensive Course, Teamwork/Collaboration.",/academics/cas/courses/cas-bi-218/
CAS BI 225,Behavioral Biology,"Undergraduate Prerequisites: (CASBI107 & CASBI108) and First Year Writing Seminar (e.g., WR 100 or WR 120), and sophomore standing. - (Seats reserved for Behavioral Biology majors; other students must receive consent of instructor. CAS BI 225 and CAS BI 407 cannot be taken concurrently and CAS BI 225 cannot be taken following completion of CAS BI 407.) Introduction to the genetics, physiology, neurobiology, ecology, and evolution of behavior. Topics include gene/environment interaction, hormones and behavior, neuroethology, communication, reproductive behavior, evolution of cooperation and altruism, cognition and brain evolution. Emphasis on integrative analysis. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Writing-Intensive Course, Philosophical Inquiry and Life's Meanings.",/academics/cas/courses/cas-bi-225/
CAS BI 230,Behavioral Endocrinology,"Undergraduate Prerequisites: (CASBI108 OR CASNE102) and sophomore standing. - Hormonal control of reproductive behaviors and social affiliation, aggression, fluid homeostasis and feeding, biological rhythms including seasonal reproduction, stress, learning and memory, psychiatric illness, and steroid abuse. Three hours lecture, one hour discussion. Also offered as CAS NE 230. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Oral and/or Signed Communication, Teamwork/Collaboration.",/academics/cas/courses/cas-bi-230/
CAS BI 240,Sophomore Research in Biology 1,First semester sophomore research in Biology. Application through the Biology Department. Minimum 6 hours/week. Students conduct research under supervision of faculty mentor.. Two- credit research does not carry major credit in Biology.,/academics/cas/courses/cas-bi-240/
CAS BI 241,Sophomore Research in Biology 2,Second semester sophomore research in Biology. Application through the Biology Department. Minimum 6 hours/week. Students conduct research under supervision of faculty mentor.. Two- credit research does not carry major credit in Biology.,/academics/cas/courses/cas-bi-241/
